symbol	Gcn1_SCR_0pt5mM_A	Gcn1_SCR_0pt5mM_B	Gcn1_SH2_0pt5mM_A	Gcn1_SH2_0pt5mM_B
ENSMUSG00000069727.5|Zfp975	92	141	80	97
ENSMUSG00000069729.14|Arid1b	2164	2198	2797	2972
ENSMUSG00000069743.5|Zfp820	453	576	358	425
ENSMUSG00000069744.7|Psmb3	2747	3022	2952	3024
ENSMUSG00000069755.5|Zfp125	310	432	193	193
ENSMUSG00000069769.13|Msi2	4255	5097	4472	5127
ENSMUSG00000069793.12|Slfn9	3079	3659	4369	4609
ENSMUSG00000069808.13|Fam57a	704	794	1009	1169
ENSMUSG00000069833.13|Ahnak	25766	29013	31909	31677
ENSMUSG00000069835.10|Sat2	70	60	49	54
ENSMUSG00000069844.12|Sco1	611	704	611	683
ENSMUSG00000069862.6|Rps12-ps9	27	52	35	30
ENSMUSG00000069873.4|4930438A08Rik	50	71	28	36
ENSMUSG00000069874.7|Irgm2	181	218	250	315
ENSMUSG00000069892.9|9930111J21Rik2	985	1191	1823	1751
ENSMUSG00000069893.10|9930111J21Rik1	319	269	371	441
ENSMUSG00000069895.4|Atxn1l	1824	1994	1684	1759
ENSMUSG00000069899.3|Gm12166	100	93	53	71
ENSMUSG00000069910.2|Spdl1	526	613	446	518
ENSMUSG00000069920.10|B3gnt9	28	31	20	18
ENSMUSG00000069939.8|Gm12070	162	202	241	226
ENSMUSG00000069972.6|Rps13-ps2	44	44	49	64
ENSMUSG00000070000.13|Fcho1	233	266	155	154
ENSMUSG00000070002.7|Ell	816	897	828	957
ENSMUSG00000070003.7|Ssbp4	461	555	351	456
ENSMUSG00000070025.8|Gm10284	175	303	187	177
ENSMUSG00000070044.15|Fam149a	1402	1650	1442	1999
ENSMUSG00000070047.14|Fat1	13418	13778	14730	15986
ENSMUSG00000070056.6|Mfhas1	536	511	276	255
ENSMUSG00000070271.7|Gm13268	54	74	57	60
ENSMUSG00000070282.6|3000002C10Rik	73	87	38	62
ENSMUSG00000070283.4|Ndufaf3	153	153	106	135
ENSMUSG00000070284.10|Gmppb	266	219	196	190
ENSMUSG00000070305.10|Mpzl3	370	437	385	350
ENSMUSG00000070315.12|4930581F22Rik	152	170	68	87
ENSMUSG00000070319.6|Eif3g	2347	2631	1911	2102
ENSMUSG00000070327.14|Rnf213	2916	3003	2007	2131
ENSMUSG00000070336.3|Fbxo47	83	98	105	97
ENSMUSG00000070337.4|Gpr179	49	53	40	47
ENSMUSG00000070343.3|Gm10288	183	189	199	306
ENSMUSG00000070348.5|Ccnd1	19105	21437	22836	24243
ENSMUSG00000070371.11|Prss36	75	86	109	93
ENSMUSG00000070372.11|Capza1	4576	5460	4762	5166
ENSMUSG00000070392.5|Gm20634	83	94	43	51
ENSMUSG00000070394.10|Tmem256	747	754	567	715
ENSMUSG00000070420.4|Zscan25	342	330	367	395
ENSMUSG00000070425.13|Xntrpc	26	26	27	31
ENSMUSG00000070426.12|Rnf121	820	887	1048	1043
ENSMUSG00000070427.4|Il18bp	27	29	33	37
ENSMUSG00000070436.12|Serpinh1	4840	4905	4126	4616
ENSMUSG00000070443.6|Gm10291	137	126	135	91
ENSMUSG00000070461.3|BX649560.1	78	104	111	115
ENSMUSG00000070462.4|Tlnrd1	512	654	621	713
ENSMUSG00000070473.4|Cldn3	290	381	502	663
ENSMUSG00000070490.4|Gm10293	160	149	136	216
ENSMUSG00000070493.3|Chchd2	3883	4924	4212	4712
ENSMUSG00000070520.4|Nsmce3	307	337	262	264
ENSMUSG00000070544.6|Top1	3066	3740	3609	3746
ENSMUSG00000070565.11|Rasal2	499	526	539	515
ENSMUSG00000070583.1|Fv1	125	154	110	136
ENSMUSG00000070604.5|Vsig10l	51	40	39	43
ENSMUSG00000070610.4|Gm13127	65	46	32	47
ENSMUSG00000070639.5|Lrrc8b	861	947	579	598
ENSMUSG00000070643.11|Sox13	1073	1169	1599	1827
ENSMUSG00000070644.13|Etnk2	41	41	54	64
ENSMUSG00000070667.7|Rpl31-ps10	82	95	65	54
ENSMUSG00000070691.10|Runx3	48	76	41	44
ENSMUSG00000070692.6|Rps12-ps10	101	151	96	79
ENSMUSG00000070695.4|Cntnap5a	25	29	4	2
ENSMUSG00000070697.4|Utp3	1150	1392	1151	1205
ENSMUSG00000070699.5|Sars2	182	207	183	252
ENSMUSG00000070704.10|Ugt2b36	90	97	404	567
ENSMUSG00000070705.3|Eid2b	72	81	73	82
ENSMUSG00000070709.12|Zfp974	169	237	191	195
ENSMUSG00000070713.5|Gm10282	321	309	427	462
ENSMUSG00000070729.5|Gm12966	75	75	71	88
ENSMUSG00000070730.11|Rmdn3	878	1031	996	1071
ENSMUSG00000070733.13|Fryl	2090	2276	1981	2073
ENSMUSG00000070737.10|Tmem35b	99	85	101	93
ENSMUSG00000070738.10|Dgkd	2574	2627	2058	2108
ENSMUSG00000070780.11|Rbm47	2196	2632	1967	2225
ENSMUSG00000070808.4|Bicra	232	277	175	208
ENSMUSG00000070814.15|Zswim9	239	233	215	216
ENSMUSG00000070871.10|Ccnyl1	882	927	744	782
ENSMUSG00000070883.3|Ccdc173	32	30	41	36
ENSMUSG00000070923.4|Klhl9	1607	1979	1810	2082
ENSMUSG00000070934.6|Rraga	1306	1513	1245	1325
ENSMUSG00000070939.9|Tgfbrap1	902	972	708	806
ENSMUSG00000070953.13|Rabepk	901	902	875	978
ENSMUSG00000070960.4|Gm19680	81	97	72	80
ENSMUSG00000070972.13|Dnajc25	193	204	203	208
ENSMUSG00000071014.10|Ndufb6	671	726	639	673
ENSMUSG00000071035.5|Gm5499	61	58	57	53
ENSMUSG00000071037.6|Camkmt	68	83	62	84
ENSMUSG00000071041.4|Impdh2-ps	160	210	226	204
ENSMUSG00000071042.12|Rasgrp3	219	264	237	333
ENSMUSG00000071054.12|Safb	2026	2367	2577	2408
ENSMUSG00000071064.13|Zfp827	868	893	918	953
ENSMUSG00000071072.12|Ptges3	5166	6089	5571	6061
ENSMUSG00000071073.5|Lrrc73	51	57	55	68
ENSMUSG00000071074.9|Yipf3	1403	1496	1418	1684
ENSMUSG00000071076.6|Jund	994	1554	898	1034
ENSMUSG00000071078.6|Nr2c2ap	529	527	550	565
ENSMUSG00000071103.9|1700029J07Rik	29	40	37	48
ENSMUSG00000071141.7|Rpl36a-ps3	59	50	66	59
ENSMUSG00000071172.13|Srsf3	6352	7281	7670	8736
ENSMUSG00000071176.10|Arhgef10	545	560	268	314
ENSMUSG00000071178.11|Serpina1b	3	7	101	74
ENSMUSG00000071180.5|Smim15	2224	2675	2414	2618
ENSMUSG00000071203.6|Naip5	363	416	416	559
ENSMUSG00000071252.6|2210408I21Rik	52	84	53	70
ENSMUSG00000071253.8|Slc25a16	475	533	458	508
ENSMUSG00000071256.4|Zfp213	356	442	314	362
ENSMUSG00000071266.13|Zfp946	748	953	460	504
ENSMUSG00000071267.11|Zfp942	874	1113	684	774
ENSMUSG00000071281.12|Zfp65	412	505	462	553
ENSMUSG00000071291.10|Zfp58	200	240	213	237
ENSMUSG00000071302.10|2610044O15Rik8	444	489	359	414
ENSMUSG00000071303.4|Rps8-ps1	57	76	65	83
ENSMUSG00000071337.11|Tia1	2438	2982	2218	2470
ENSMUSG00000071350.12|Setdb2	300	383	207	201
ENSMUSG00000071359.13|Tbpl1	1393	1579	987	974
ENSMUSG00000071369.11|Map3k5	1214	1415	1050	1163
ENSMUSG00000071379.2|Hpcal1	1891	1964	1780	1987
ENSMUSG00000071415.6|Rpl23	28978	30385	29366	32075
ENSMUSG00000071419.7|Rps15-ps2	51	60	53	43
ENSMUSG00000071451.10|Psmg4	157	187	186	215
ENSMUSG00000071454.13|Dtnb	636	629	611	670
ENSMUSG00000071456.6|1110002L01Rik	961	1153	635	634
ENSMUSG00000071477.10|Zfp777	630	631	664	704
ENSMUSG00000071497.4|Nutf2-ps1	123	148	132	152
ENSMUSG00000071528.4|Usmg5	1291	1621	1672	1799
ENSMUSG00000071532.6|Gm10335	593	661	605	707
ENSMUSG00000071533.11|Pcnp	4560	5212	4446	4698
ENSMUSG00000071537.6|Klrg2	200	227	202	200
ENSMUSG00000071547.4|Nt5dc2	940	956	368	439
ENSMUSG00000071551.13|Akr1c19	690	858	1765	2069
ENSMUSG00000071552.5|Tigit	1314	1484	378	408
ENSMUSG00000071604.5|Fam189a2	94	114	170	188
ENSMUSG00000071632.10|2510002D24Rik	171	197	153	174
ENSMUSG00000071637.5|Cebpd	321	516	487	571
ENSMUSG00000071644.10|Eef1g	24129	24372	25341	27657
ENSMUSG00000071645.6|Tut1	871	824	1023	1065
ENSMUSG00000071646.9|Mta2	3988	4578	4586	4834
ENSMUSG00000071647.5|Eml3	1041	1003	1020	1099
ENSMUSG00000071648.4|Rom1	120	138	201	304
ENSMUSG00000071649.6|B3gat3	550	562	676	722
ENSMUSG00000071650.6|Ganab	7091	7554	8731	9367
ENSMUSG00000071652.8|Ints5	1033	1080	1101	1240
ENSMUSG00000071653.9|1810009A15Rik	544	531	653	778
ENSMUSG00000071654.6|Uqcc3	230	183	286	318
ENSMUSG00000071655.12|Ubxn1	2046	2309	2165	2621
ENSMUSG00000071657.12|Bscl2	367	394	388	450
ENSMUSG00000071659.4|Hnrnpul2	5622	6493	7256	7732
ENSMUSG00000071660.10|Ttc9c	1144	1309	1234	1369
ENSMUSG00000071661.7|Zbtb3	25	35	26	20
ENSMUSG00000071662.4|Polr2g	1165	1246	1259	1435
ENSMUSG00000071669.14|Snx29	31	27	26	35
ENSMUSG00000071671.5|Gm10343	26	26	26	22
ENSMUSG00000071708.11|Sms	2467	3081	2496	2711
ENSMUSG00000071711.12|Mpst	267	301	354	423
ENSMUSG00000071722.4|Spin4	105	140	83	103
ENSMUSG00000071724.5|Smpd5	51	59	36	29
ENSMUSG00000071748.2|Gm14698	127	149	60	147
ENSMUSG00000071757.10|Zhx2	1133	1064	990	1123
ENSMUSG00000071793.12|2610005L07Rik	1269	1420	893	997
ENSMUSG00000071796.13|6820431F20Rik	3191	3659	2446	2610
ENSMUSG00000071847.13|Apcdd1	365	412	268	227
ENSMUSG00000071855.5|Ccdc112	522	512	618	648
ENSMUSG00000071856.10|Mcc	2479	2662	2067	2050
ENSMUSG00000071866.12|Ppia	24126	25335	27105	28780
ENSMUSG00000072066.7|6720489N17Rik	50	65	33	23
ENSMUSG00000072082.7|Ccnf	631	657	677	785
ENSMUSG00000072115.11|Ang	65	66	109	98
ENSMUSG00000072214.7|Sept5	128	146	52	78
ENSMUSG00000072235.6|Tuba1a	2994	2982	2285	2796
ENSMUSG00000072244.11|Trim6	131	188	118	151
ENSMUSG00000072258.10|Taf1a	422	438	442	455
ENSMUSG00000072294.5|Klf12	50	59	11	12
ENSMUSG00000072437.4|Nanos1	129	185	219	232
ENSMUSG00000072494.7|Ppp1r3e	123	136	128	162
ENSMUSG00000072501.5|Phf20l1	3093	3872	3031	3226
ENSMUSG00000072568.4|Fam84b	6908	8477	8887	9320
ENSMUSG00000072582.9|Ptrh2	1042	1046	1177	1339
ENSMUSG00000072620.3|Slfn2	1939	2064	4980	6092
ENSMUSG00000072621.13|Slfn10-ps	440	464	252	286
ENSMUSG00000072623.6|Zfp9	394	436	202	190
ENSMUSG00000072640.11|Lyrm9	466	477	404	502
ENSMUSG00000072647.6|Adam1a	87	167	142	96
ENSMUSG00000072674.10|Plac9b	136	223	53	35
ENSMUSG00000072676.12|Tmem254a	70	57	33	28
ENSMUSG00000072680.11|Tmem254c	195	221	169	109
ENSMUSG00000072692.7|Rpl37rt	429	445	626	716
ENSMUSG00000072694.8|1500011B03Rik	226	251	192	232
ENSMUSG00000072704.6|Smim10l1	2390	3023	2128	2345
ENSMUSG00000072761.10|Gm6712	47	45	33	46
ENSMUSG00000072762.9|4930522L14Rik	84	84	58	83
ENSMUSG00000072763.2|5430403G16Rik	44	47	21	20
ENSMUSG00000072770.9|Acrbp	101	144	132	138
ENSMUSG00000072772.3|Grcc10	1239	1421	1437	1696
ENSMUSG00000072789.4|Gm10420	81	96	56	39
ENSMUSG00000072812.4|Ahnak2	1710	1987	1344	1324
ENSMUSG00000072825.11|Cep170b	4683	4996	3823	3857
ENSMUSG00000072847.4|A530017D24Rik	50	81	71	81
ENSMUSG00000072872.3|Rybp	2281	2623	3753	3689
ENSMUSG00000072889.9|Nfxl1	1649	1926	1427	1474
ENSMUSG00000072893.12|4933439C10Rik	142	208	127	138
ENSMUSG00000072915.3|Gm12258	224	333	124	154
ENSMUSG00000072940.5|Gm10443	110	112	99	94
ENSMUSG00000072941.5|Sod3	37	23	28	48
ENSMUSG00000072945.3|Ripply1	25	25	81	75
ENSMUSG00000072946.12|Ptgr2	2135	2656	2107	2387
ENSMUSG00000072949.6|Acot1	129	158	81	113
ENSMUSG00000072969.2|Armcx5	119	152	131	129
ENSMUSG00000072980.3|Oip5	357	435	316	367
ENSMUSG00000073000.3|Gm10451	504	540	460	515
ENSMUSG00000073002.9|Vamp5	479	498	623	736
ENSMUSG00000073016.3|Uprt	614	703	686	761
ENSMUSG00000073062.3|Zxdb	406	439	506	551
ENSMUSG00000073079.6|Srp54a	4253	4778	4688	5199
ENSMUSG00000073096.11|Lrrc61	82	95	157	162
ENSMUSG00000073102.7|Drc1	110	134	179	203
ENSMUSG00000073131.12|Vma21	997	1217	1023	1081
ENSMUSG00000073139.9|Tmem185a	481	577	658	676
ENSMUSG00000073147.3|5031425E22Rik	118	168	125	127
ENSMUSG00000073155.12|1810058I24Rik	1135	1222	995	1116
ENSMUSG00000073198.5|Bnip3l-ps	52	73	43	46
ENSMUSG00000073236.4|2500004C02Rik	41	42	21	49
ENSMUSG00000073374.3|C030034I22Rik	58	92	56	79
ENSMUSG00000073399.9|Trim40	70	98	43	41
ENSMUSG00000073406.10|H2-Bl	87	88	55	47
ENSMUSG00000073408.2|Mucl3	1361	1565	418	549
ENSMUSG00000073409.12|H2-Q6	47	44	1	6
ENSMUSG00000073411.11|H2-D1	9559	10417	10459	11178
ENSMUSG00000073415.4|Gm10501	95	103	76	84
ENSMUSG00000073418.4|C4b	17	33	65	52
ENSMUSG00000073422.11|H2-Ke6	425	447	375	481
ENSMUSG00000073423.10|Zfp414	327	324	208	212
ENSMUSG00000073427.4|Gm4924	183	252	171	163
ENSMUSG00000073433.11|Arhgdig	269	252	218	206
ENSMUSG00000073434.12|Wdr90	530	548	426	485
ENSMUSG00000073435.10|Nme3	158	185	125	147
ENSMUSG00000073436.11|Eme2	578	599	576	627
ENSMUSG00000073437.10|D330041H03Rik	357	415	216	224
ENSMUSG00000073468.12|Sft2d1	659	758	536	536
ENSMUSG00000073471.3|Rsph3a	630	684	572	642
ENSMUSG00000073478.6|D730003I15Rik	36	59	54	37
ENSMUSG00000073481.9|Marc2	1891	2020	2568	2835
ENSMUSG00000073489.6|Ifi204	573	664	500	503
ENSMUSG00000073490.11|Ifi207	41	43	35	46
ENSMUSG00000073514.4|Dok6	154	186	103	109
ENSMUSG00000073542.3|Cep76	425	433	340	332
ENSMUSG00000073557.11|Ppp1r12b	471	525	828	900
ENSMUSG00000073563.3|Csnk1g3	2092	2343	1530	1630
ENSMUSG00000073598.3|1700066B19Rik	28	23	59	69
ENSMUSG00000073599.10|Ecscr	557	535	684	797
ENSMUSG00000073600.5|Prob1	69	86	65	70
ENSMUSG00000073609.9|D2hgdh	344	417	397	445
ENSMUSG00000073616.10|Cops9	506	491	440	479
ENSMUSG00000073627.7|C130036L24Rik	82	91	81	82
ENSMUSG00000073633.9|Fbxo36	35	34	88	98
ENSMUSG00000073639.6|Rab18	2832	3281	2423	2757
ENSMUSG00000073640.3|Rpl27-ps3	36	47	45	49
ENSMUSG00000073643.11|Wdfy1	292	324	218	184
ENSMUSG00000073647.4|Gm10557	165	167	103	115
ENSMUSG00000073664.11|Nbeal1	2700	3043	2202	2228
ENSMUSG00000073676.4|Hspe1	5194	5622	4510	4822
ENSMUSG00000073678.4|Pgap1	9918	11642	8571	9519
ENSMUSG00000073684.13|Faap20	475	508	485	555
ENSMUSG00000073700.3|Klhl21	627	646	652	654
ENSMUSG00000073702.11|Rpl31	14707	14022	13639	15345
ENSMUSG00000073705.10|Cenps	108	106	77	82
ENSMUSG00000073725.8|Lmbrd1	1497	1839	1428	1602
ENSMUSG00000073733.4|Rsg1	32	28	38	40
ENSMUSG00000073737.3|Gm10566	144	103	111	125
ENSMUSG00000073755.4|5730409E04Rik	36	52	46	38
ENSMUSG00000073758.10|Sh3d21	51	45	43	70
ENSMUSG00000073771.11|Btbd19	334	388	338	357
ENSMUSG00000073775.4|Kti12	484	623	623	625
ENSMUSG00000073787.4|Gm10575	34	40	20	32
ENSMUSG00000073791.11|Efcab7	99	98	62	56
ENSMUSG00000073792.11|Alg6	301	380	335	372
ENSMUSG00000073802.5|Cdkn2b	1881	2269	1362	1632
ENSMUSG00000073838.10|Tufm	1555	1631	1895	2220
ENSMUSG00000073856.11|Iqck	39	51	43	45
ENSMUSG00000073862.4|Gm5600	25	35	17	20
ENSMUSG00000073888.13|Ccl27a	66	94	72	80
ENSMUSG00000073889.10|Il11ra1	290	304	294	302
ENSMUSG00000073910.10|Mob3b	202	182	182	232
ENSMUSG00000073968.4|Trim68	164	200	151	169
ENSMUSG00000073982.11|Rhog	505	457	672	726
ENSMUSG00000073987.4|Ggh	560	673	466	461
ENSMUSG00000074006.3|Omp	101	86	110	88
ENSMUSG00000074024.5|4632427E13Rik	47	55	49	61
ENSMUSG00000074030.3|Exoc8	548	624	516	522
ENSMUSG00000074034.1|Gm5921	25	27	25	39
ENSMUSG00000074063.10|Osgin1	1584	1522	1628	1837
ENSMUSG00000074064.6|Mlycd	282	270	233	287
ENSMUSG00000074088.6|Snrnp40	865	948	960	1038
ENSMUSG00000074093.4|Svip	176	225	97	128
ENSMUSG00000074102.4|Rbm15b	1757	1991	1340	1418
ENSMUSG00000074121.3|Ntf5	38	28	28	29
ENSMUSG00000074129.14|Rpl13a	23010	23492	18306	19946
ENSMUSG00000074141.13|Il4i1	20	8	92	106
ENSMUSG00000074151.13|Nlrc5	72	83	12	6
ENSMUSG00000074158.9|Zfp976	111	139	61	84
ENSMUSG00000074165.10|Zfp788	263	323	254	294
ENSMUSG00000074166.7|AW146154	146	197	113	179
ENSMUSG00000074170.5|Plekhf1	891	973	1767	1889
ENSMUSG00000074182.8|Znhit6	1606	1752	1692	1640
ENSMUSG00000074183.3|Gsta1	1922	2200	1046	1039
ENSMUSG00000074194.4|Zfp791	73	61	39	53
ENSMUSG00000074211.4|Sdhaf1	120	155	183	218
ENSMUSG00000074212.7|Dnajb14	1420	1733	1310	1391
ENSMUSG00000074218.3|Cox7a1	27	29	36	38
ENSMUSG00000074220.10|Zfp382	151	182	190	168
ENSMUSG00000074221.12|Zfp568	1345	1437	1311	1296
ENSMUSG00000074227.12|Spint2	3776	4184	4422	4943
ENSMUSG00000074238.6|Ap1ar	2006	2240	2042	2295
ENSMUSG00000074247.10|Dda1	1159	1275	1058	1124
ENSMUSG00000074259.10|Gramd2	128	191	127	155
ENSMUSG00000074272.10|Ceacam1	1109	1189	1288	1484
ENSMUSG00000074274.7|D930028M14Rik	60	75	69	78
ENSMUSG00000074277.4|Phldb3	82	91	31	40
ENSMUSG00000074280.6|Gm6166	35	42	4	8
ENSMUSG00000074282.10|Zfp94	138	141	136	154
ENSMUSG00000074283.5|Zfp109	50	55	43	42
ENSMUSG00000074300.4|BC030870	50	48	99	134
ENSMUSG00000074305.9|Peak1	2713	2866	1967	2044
ENSMUSG00000074340.9|Ovgp1	91	120	136	129
ENSMUSG00000074358.9|Ccdc61	190	272	176	190
ENSMUSG00000074364.6|Ehd2	2383	2630	2440	2901
ENSMUSG00000074405.8|Zfp865	556	618	457	497
ENSMUSG00000074406.5|Zfp628	223	209	189	191
ENSMUSG00000074412.4|Gm10689	106	164	113	87
ENSMUSG00000074415.14|3110039I08Rik	3943	5504	2012	1871
ENSMUSG00000074445.4|Sprr2a3	13	17	31	42
ENSMUSG00000074457.10|S100a16	2607	2763	2214	2266
ENSMUSG00000074466.12|Gm15417	139	155	126	110
ENSMUSG00000074476.6|Spc24	463	645	458	439
ENSMUSG00000074479.3|Gm10704	36	29	16	29
ENSMUSG00000074480.4|Mex3a	1440	1594	1083	1186
ENSMUSG00000074513.9|Arfip1	2557	3141	2415	2584
ENSMUSG00000074519.11|Zfp971	163	196	161	147
ENSMUSG00000074527.11|Gm14296	512	286	230	234
ENSMUSG00000074529.10|Zfp972	28	38	25	31
ENSMUSG00000074553.4|Eif1-ps1	53	59	54	45
ENSMUSG00000074576.4|Mocs3	116	142	118	133
ENSMUSG00000074578.13|Zfas1	4145	4457	3785	3846
ENSMUSG00000074579.13|Lekr1	48	58	50	61
ENSMUSG00000074582.10|Arfgef2	3356	3633	3370	3362
ENSMUSG00000074604.9|Mgst2	1235	1392	874	1103
ENSMUSG00000074625.10|Arhgap40	132	168	234	234
ENSMUSG00000074634.12|Tmem267	1230	1272	1615	1682
ENSMUSG00000074643.12|Cpne1	1588	1693	1694	1981
ENSMUSG00000074649.6|BC029722	385	430	515	570
ENSMUSG00000074656.12|Eif2s2	7050	8393	5364	6261
ENSMUSG00000074657.5|Kif5a	29	35	16	18
ENSMUSG00000074665.10|Bpifb4	91	118	71	81
ENSMUSG00000074698.10|Csnk2a1	5671	6149	4980	5532
ENSMUSG00000074715.3|Ccl28	37	48	25	37
ENSMUSG00000074731.3|Zfp345	32	39	5	1
ENSMUSG00000074733.14|Zfp950	554	739	596	656
ENSMUSG00000074735.2|Gm21994	100	95	85	91
ENSMUSG00000074738.2|Fndc10	33	27	42	45
ENSMUSG00000074746.3|Pdzd8	2593	2945	2650	2906
ENSMUSG00000074748.3|Atxn7l3b	1826	2205	1850	1980
ENSMUSG00000074749.10|Kiz	396	501	344	446
ENSMUSG00000074754.4|Smim26	132	146	122	124
ENSMUSG00000074781.5|Ube2n	1831	2168	1846	2050
ENSMUSG00000074794.10|Arrdc3	1286	1522	1036	1126
ENSMUSG00000074796.10|Slc4a11	344	357	419	497
ENSMUSG00000074797.11|Itpa	1013	1080	974	1013
ENSMUSG00000074800.4|Gm4149	184	183	234	302
ENSMUSG00000074802.11|Gas2l3	443	462	346	384
ENSMUSG00000074811.3|Hps6	327	313	287	360
ENSMUSG00000074813.13|Gm14005	219	200	178	195
ENSMUSG00000074818.13|Pdzd7	134	138	162	179
ENSMUSG00000074825.4|Itpripl1	428	499	551	558
ENSMUSG00000074829.10|2010315B03Rik	212	254	141	171
ENSMUSG00000074862.11|BC025920	47	70	50	54
ENSMUSG00000074863.5|Platr25	247	337	138	202
ENSMUSG00000074865.11|Zfp934	144	169	87	148
ENSMUSG00000074867.4|Zfp808	90	119	51	40
ENSMUSG00000074876.5|Spata5l1	82	118	95	93
ENSMUSG00000074882.3|Cyp2c68	7	9	25	26
ENSMUSG00000074884.12|Serf2	5177	5249	5842	6686
ENSMUSG00000074886.11|Grk6	1653	1633	1944	2054
ENSMUSG00000074890.4|Lcmt2	253	291	232	241
ENSMUSG00000074896.3|Ifit3	39	50	13	21
ENSMUSG00000074909.5|Ranbp6	549	626	572	602
ENSMUSG00000074916.5|Chst14	338	354	218	271
ENSMUSG00000074918.4|Inafm2	508	603	587	595
ENSMUSG00000074922.1|Fam122a	108	113	140	141
ENSMUSG00000074923.10|Pak6	250	248	178	183
ENSMUSG00000074925.4|Ptar1	1277	1644	1241	1419
ENSMUSG00000074934.3|Grem1	271	349	116	147
ENSMUSG00000074978.4|Actg-ps1	197	242	230	197
ENSMUSG00000074994.5|Qser1	2347	2626	2381	2511
ENSMUSG00000075000.11|Nrbf2	559	629	437	485
ENSMUSG00000075010.5|AW112010	227	272	1013	1126
ENSMUSG00000075012.4|Fjx1	66	78	123	128
ENSMUSG00000075033.4|Nxpe3	174	194	234	257
ENSMUSG00000075040.9|Zfp408	567	615	551	581
ENSMUSG00000075053.3|Vdac3-ps1	97	93	46	84
ENSMUSG00000075054.5|Yae1d1	1774	2114	1563	1757
ENSMUSG00000075227.6|Znhit2	115	133	153	163
ENSMUSG00000075229.11|Ccdc58	924	1015	794	839
ENSMUSG00000075232.5|Amd1	4758	5629	6040	6372
ENSMUSG00000075254.12|Heg1	1658	1826	2246	2340
ENSMUSG00000075256.9|Cerkl	44	51	40	36
ENSMUSG00000075266.5|Cenpw	218	347	258	300
ENSMUSG00000075268.2|Gm10819	61	32	44	53
ENSMUSG00000075271.4|Ttc30a1	105	112	117	121
ENSMUSG00000075273.4|Ttc30b	81	75	80	95
ENSMUSG00000075284.10|Wipf1	259	290	52	72
ENSMUSG00000075288.2|Gm6913	45	52	40	25
ENSMUSG00000075289.5|Carns1	30	43	26	28
ENSMUSG00000075297.10|H60b	27	31	0	0
ENSMUSG00000075318.12|Scn2a	53	61	42	47
ENSMUSG00000075327.10|Zbtb2	593	643	840	793
ENSMUSG00000075376.10|Rc3h2	1861	2266	1893	1898
ENSMUSG00000075389.3|2810410L24Rik	37	33	18	20
ENSMUSG00000075391.6|Gm13443	31	33	30	26
ENSMUSG00000075415.13|Fnbp1	431	447	516	501
ENSMUSG00000075419.4|Dolk	316	336	293	316
ENSMUSG00000075420.6|Smim6	481	530	563	670
ENSMUSG00000075467.4|Dnlz	705	799	727	783
ENSMUSG00000075470.2|Alg10b	5097	5866	4549	5124
ENSMUSG00000075486.10|Commd6	533	665	389	438
ENSMUSG00000075502.2|Kbtbd6	46	41	23	27
ENSMUSG00000075511.9|1700001L05Rik	45	49	31	42
ENSMUSG00000075520.5|Malrd1	10	9	45	50
ENSMUSG00000075528.13|Aarsd1	656	668	658	772
ENSMUSG00000075569.10|Rsph10b	57	39	31	25
ENSMUSG00000075581.5|Gm16409	20	34	25	34
ENSMUSG00000075585.3|6330403L08Rik	75	89	49	58
ENSMUSG00000075590.4|Nrbp2	216	249	305	334
ENSMUSG00000075595.9|Zfp652	1796	1932	1634	1803
ENSMUSG00000075600.3|Zc3h3	629	714	874	974
ENSMUSG00000075602.10|Ly6a	3529	3895	10335	10593
ENSMUSG00000075609.3|Gm7935	92	129	136	184
ENSMUSG00000075700.9|Selenot	7472	8821	5646	6036
ENSMUSG00000075701.9|Selenos	1029	1209	1054	1137
ENSMUSG00000075702.9|Selenom	224	203	161	178
ENSMUSG00000075703.15|Selenoi	2973	3437	3158	3440
ENSMUSG00000075704.16|Txnrd2	199	172	135	173
ENSMUSG00000075705.12|Msrb1	525	497	528	583
ENSMUSG00000075706.10|Gpx4	6936	6959	5338	5784
ENSMUSG00000075707.5|Dio3	80	95	147	172
ENSMUSG00000076431.4|Sox4	6862	8114	6437	6718
ENSMUSG00000076432.13|Ywhaq	11340	14122	14852	15949
ENSMUSG00000076435.3|Acsf2	943	1034	815	983
ENSMUSG00000076437.10|Selenoh	1098	1270	892	986
ENSMUSG00000076441.9|Ass1	27	31	1	3
ENSMUSG00000076867.2|Trdv4	40	40	11	14
ENSMUSG00000077450.13|Rab11b	2827	3095	3611	3948
ENSMUSG00000078126.4|Rpl23a-ps3	335	360	390	459
ENSMUSG00000078134.1|Gm12355	35	57	65	73
ENSMUSG00000078139.3|AK157302	47	39	28	30
ENSMUSG00000078151.3|Gm12226	21	20	28	31
ENSMUSG00000078153.3|Psme2b	216	218	302	256
ENSMUSG00000078154.3|Gm12184	50	40	28	44
ENSMUSG00000078162.6|Gm2574	247	293	280	248
ENSMUSG00000078180.4|Gm20900	94	84	83	75
ENSMUSG00000078185.3|Chml	351	406	303	304
ENSMUSG00000078192.5|Gm7290	37	43	30	23
ENSMUSG00000078193.2|Gm2000	905	848	935	934
ENSMUSG00000078201.5|Tmem203	77	69	58	83
ENSMUSG00000078202.3|Nrarp	377	465	382	357
ENSMUSG00000078238.4|Gm12854	41	49	64	104
